,noFacture,dateFacture,pays
190878,553217.0,2011-05-16 09:52:00,United Kingdom
190879,553218.0,2011-05-16 09:54:00,United Kingdom
190881,553219.0,2011-05-16 09:57:00,United Kingdom
190892,553220.0,2011-05-16 09:57:00,United Kingdom
190923,553221.0,2011-05-16 09:58:00,United Kingdom
190939,553223.0,2011-05-16 10:28:00,United Kingdom
190943,553224.0,2011-05-16 10:40:00,United Kingdom
190977,553225.0,2011-05-16 10:41:00,United Kingdom
190988,553226.0,2011-05-16 10:43:00,United Kingdom
190994,553227.0,2011-05-16 10:46:00,United Kingdom
190999,553228.0,2011-05-16 10:48:00,United Kingdom
191029,553229.0,2011-05-16 10:50:00,United Kingdom
191067,553235.0,2011-05-16 11:13:00,United Kingdom
191089,553239.0,2011-05-16 11:31:00,United Kingdom
191093,553315.0,2011-05-16 12:03:00,United Kingdom
191111,553316.0,2011-05-16 12:04:00,France
191118,553317.0,2011-05-16 12:04:00,United Kingdom
191123,553319.0,2011-05-16 12:05:00,United Kingdom
191124,553339.0,2011-05-16 12:19:00,United Kingdom
191139,553340.0,2011-05-16 12:20:00,United Kingdom
191157,553341.0,2011-05-16 12:25:00,United Kingdom
191175,553342.0,2011-05-16 12:26:00,United Kingdom
191183,553343.0,2011-05-16 12:35:00,United Kingdom
191198,553344.0,2011-05-16 12:45:00,United Kingdom
191202,553345.0,2011-05-16 12:53:00,United Kingdom
191236,553346.0,2011-05-16 12:57:00,United Kingdom
191251,553347.0,2011-05-16 12:59:00,United Kingdom
191278,553348.0,2011-05-16 13:20:00,EIRE
191314,553350.0,2011-05-16 13:32:00,United Kingdom
191318,553351.0,2011-05-16 13:35:00,United Kingdom
191373,553352.0,2011-05-16 13:41:00,United Kingdom
191384,553353.0,2011-05-16 13:47:00,United Kingdom
191387,553356.0,2011-05-16 14:05:00,United Kingdom
191432,553357.0,2011-05-16 14:17:00,France
191433,553363.0,2011-05-16 14:19:00,United Kingdom
191450,553368.0,2011-05-16 14:24:00,United Kingdom
191467,553369.0,2011-05-16 14:30:00,United Kingdom
191495,553371.0,2011-05-16 14:32:00,United Kingdom
191504,553374.0,2011-05-16 14:51:00,United Kingdom
191534,553375.0,2011-05-16 14:52:00,EIRE
191575,553377.0,2011-05-16 14:58:00,United Kingdom
191597,553379.0,2011-05-16 15:28:00,United Kingdom
191600,553380.0,2011-05-16 15:29:00,United Kingdom
191601,553381.0,2011-05-16 15:34:00,United Kingdom
191614,553382.0,2011-05-16 15:47:00,United Kingdom
191622,553383.0,2011-05-16 15:48:00,United Kingdom
191635,553384.0,2011-05-16 15:53:00,United Kingdom
191660,553385.0,2011-05-16 15:53:00,United Kingdom
191730,553386.0,2011-05-16 16:22:00,United Kingdom
191757,553387.0,2011-05-16 16:33:00,United Kingdom
191914,553388.0,2011-05-16 16:36:00,United Kingdom
191940,553389.0,2011-05-16 16:37:00,United Kingdom
192073,553390.0,2011-05-16 16:41:00,United Kingdom
192167,553392.0,2011-05-16 16:44:00,United Kingdom
192178,553393.0,2011-05-16 16:46:00,United Kingdom
192297,553402.0,2011-05-16 17:13:00,United Kingdom
192317,553403.0,2011-05-17 08:18:00,United Kingdom
192323,553404.0,2011-05-17 08:34:00,United Kingdom
192339,553405.0,2011-05-17 08:37:00,United Kingdom
192364,553406.0,2011-05-17 08:38:00,United Kingdom
192366,553408.0,2011-05-17 09:13:00,United Kingdom
192377,553410.0,2011-05-17 09:24:00,United Kingdom
192385,553411.0,2011-05-17 09:28:00,France
192430,553412.0,2011-05-17 09:40:00,United Kingdom
192436,553415.0,2011-05-17 10:02:00,Belgium
192454,553416.0,2011-05-17 10:04:00,United Kingdom
192457,553417.0,2011-05-17 10:08:00,United Kingdom
192489,553418.0,2011-05-17 10:10:00,United Kingdom
192506,553419.0,2011-05-17 10:10:00,United Kingdom
192512,553420.0,2011-05-17 10:14:00,United Kingdom
192524,553421.0,2011-05-17 10:23:00,United Kingdom
192530,553422.0,2011-05-17 10:27:00,United Kingdom
192531,553423.0,2011-05-17 10:28:00,United Kingdom
192565,553427.0,2011-05-17 10:36:00,United Kingdom
192568,553461.0,2011-05-17 10:57:00,United Kingdom
192614,553462.0,2011-05-17 10:57:00,United Kingdom
192642,553463.0,2011-05-17 11:02:00,United Kingdom
192686,553464.0,2011-05-17 11:07:00,United Kingdom
192703,553465.0,2011-05-17 11:09:00,United Kingdom
192704,553466.0,2011-05-17 11:10:00,United Kingdom
192705,553467.0,2011-05-17 11:11:00,United Kingdom
192706,553468.0,2011-05-17 11:14:00,United Kingdom
192710,553469.0,2011-05-17 11:15:00,United Kingdom
192715,553470.0,2011-05-17 11:27:00,United Kingdom
192726,553471.0,2011-05-17 11:28:00,United Kingdom
192735,553472.0,2011-05-17 11:28:00,United Kingdom
192751,553473.0,2011-05-17 11:28:00,United Kingdom
192754,553474.0,2011-05-17 11:29:00,United Kingdom
192755,553475.0,2011-05-17 11:31:00,United Kingdom
192760,553476.0,2011-05-17 11:41:00,United Kingdom
192783,553477.0,2011-05-17 11:46:00,United Kingdom
192806,553481.0,2011-05-17 12:06:00,United Kingdom
192809,553484.0,2011-05-17 12:21:00,United Kingdom
192813,553485.0,2011-05-17 12:25:00,United Kingdom
192847,553487.0,2011-05-17 12:38:00,United Kingdom
192883,553488.0,2011-05-17 12:40:00,United Kingdom
192916,553489.0,2011-05-17 12:43:00,United Kingdom
192945,553490.0,2011-05-17 12:44:00,United Kingdom
192958,553491.0,2011-05-17 12:44:00,United Kingdom
192966,553496.0,2011-05-17 12:47:00,United Kingdom
192972,553497.0,2011-05-17 12:49:00,United Kingdom
192975,553498.0,2011-05-17 12:56:00,United Kingdom
192981,553499.0,2011-05-17 12:57:00,United Kingdom
192986,553500.0,2011-05-17 12:58:00,United Kingdom
192987,553501.0,2011-05-17 12:59:00,United Kingdom
192989,553503.0,2011-05-17 13:20:00,United Kingdom
193012,553504.0,2011-05-17 13:26:00,United Kingdom
193037,553505.0,2011-05-17 13:27:00,United Kingdom
193075,553506.0,2011-05-17 13:29:00,United Kingdom
193077,553507.0,2011-05-17 13:35:00,United Kingdom
193106,553509.0,2011-05-17 13:44:00,United Kingdom
193143,553515.0,2011-05-17 14:03:00,United Kingdom
193168,553520.0,2011-05-17 14:32:00,United Kingdom
193185,553521.0,2011-05-17 14:35:00,United Kingdom
193226,553522.0,2011-05-17 14:43:00,United Kingdom
193276,553523.0,2011-05-17 14:46:00,United Kingdom
193336,553524.0,2011-05-17 14:46:00,United Kingdom
193368,553525.0,2011-05-17 14:50:00,United Kingdom
193376,553526.0,2011-05-17 14:54:00,United Kingdom
193391,553527.0,2011-05-17 14:57:00,United Kingdom
193462,553535.0,2011-05-17 15:17:00,EIRE
193509,553537.0,2011-05-17 15:25:00,United Kingdom
193526,553538.0,2011-05-17 15:26:00,United Kingdom
193551,553539.0,2011-05-17 15:27:00,United Kingdom
193583,553540.0,2011-05-17 15:32:00,United Kingdom
193630,553541.0,2011-05-17 15:33:00,United Kingdom
193696,553542.0,2011-05-17 15:34:00,United Kingdom
193754,553543.0,2011-05-17 15:35:00,United Kingdom
193809,553544.0,2011-05-17 15:36:00,United Kingdom
193846,553545.0,2011-05-17 15:37:00,United Kingdom
193886,553546.0,2011-05-17 15:42:00,Australia
193959,553547.0,2011-05-17 15:48:00,Germany
193998,553549.0,2011-05-17 16:09:00,United Kingdom
194136,553550.0,2011-05-17 16:21:00,United Kingdom
194137,553551.0,2011-05-17 16:23:00,United Kingdom
194138,553552.0,2011-05-17 16:23:00,United Kingdom
194168,553553.0,2011-05-17 16:32:00,United Kingdom
194188,553556.0,2011-05-17 16:48:00,United Kingdom
194242,553559.0,2011-05-17 17:12:00,Channel Islands
194249,553565.0,2011-05-18 09:01:00,United Kingdom
194275,553566.0,2011-05-18 09:09:00,France
194291,553567.0,2011-05-18 09:13:00,United Kingdom
194294,553570.0,2011-05-18 09:23:00,United Kingdom
194316,553571.0,2011-05-18 09:35:00,United Kingdom
194325,553572.0,2011-05-18 09:37:00,United Kingdom
194354,553573.0,2011-05-18 09:52:00,United Kingdom
194356,553574.0,2011-05-18 09:59:00,United Kingdom
194371,553575.0,2011-05-18 10:08:00,United Kingdom
194391,553576.0,2011-05-18 10:29:00,United Kingdom
194407,553577.0,2011-05-18 10:34:00,France
194417,553578.0,2011-05-18 10:39:00,United Kingdom
194427,553579.0,2011-05-18 10:39:00,United Kingdom
194428,553585.0,2011-05-18 10:41:00,United Kingdom
194453,553607.0,2011-05-18 10:47:00,United Kingdom
194478,553612.0,2011-05-18 10:48:00,United Kingdom
194484,553614.0,2011-05-18 10:48:00,United Kingdom
194488,553625.0,2011-05-18 10:50:00,United Kingdom
194492,553638.0,2011-05-18 10:56:00,United Kingdom
194503,553650.0,2011-05-18 11:02:00,United Kingdom
194511,553653.0,2011-05-18 11:08:00,United Kingdom
194522,553654.0,2011-05-18 11:08:00,United Kingdom
194525,553655.0,2011-05-18 11:14:00,United Kingdom
194539,553657.0,2011-05-18 11:28:00,United Kingdom
194603,553658.0,2011-05-18 11:42:00,United Kingdom
194639,553660.0,2011-05-18 11:58:00,United Kingdom
194650,553661.0,2011-05-18 11:59:00,United Kingdom
194683,553662.0,2011-05-18 12:07:00,United Kingdom
194696,553663.0,2011-05-18 12:13:00,United Kingdom
194713,553664.0,2011-05-18 12:15:00,United Kingdom
194728,553666.0,2011-05-18 12:18:00,France
194730,553668.0,2011-05-18 12:21:00,United Kingdom
194749,553670.0,2011-05-18 12:28:00,United Kingdom
194765,553671.0,2011-05-18 12:37:00,United Kingdom
194807,553672.0,2011-05-18 12:44:00,United Kingdom
194832,553673.0,2011-05-18 12:46:00,United Kingdom
194856,553674.0,2011-05-18 12:50:00,Sweden
194858,553675.0,2011-05-18 12:52:00,United Kingdom
194872,553676.0,2011-05-18 12:57:00,United Kingdom
194881,553677.0,2011-05-18 12:58:00,United Kingdom
194883,553678.0,2011-05-18 13:00:00,United Kingdom
194907,553679.0,2011-05-18 13:09:00,United Kingdom
194931,553680.0,2011-05-18 13:11:00,United Kingdom
194946,553681.0,2011-05-18 13:13:00,United Kingdom
194953,553682.0,2011-05-18 13:20:00,Netherlands
194958,553683.0,2011-05-18 13:50:00,United Kingdom
194965,553684.0,2011-05-18 13:55:00,United Kingdom
194975,553685.0,2011-05-18 13:56:00,United Kingdom
195015,553686.0,2011-05-18 13:58:00,EIRE
195081,553689.0,2011-05-18 14:07:00,United Kingdom
195088,553690.0,2011-05-18 14:08:00,United Kingdom
195089,553691.0,2011-05-18 14:08:00,United Kingdom
195123,553701.0,2011-05-18 14:42:00,United Kingdom
195125,553702.0,2011-05-18 14:50:00,United Kingdom
195165,553703.0,2011-05-18 14:57:00,United Kingdom
195198,553706.0,2011-05-18 15:23:00,United Kingdom
195203,553707.0,2011-05-18 15:26:00,United Kingdom
195233,553708.0,2011-05-18 15:28:00,United Kingdom
195236,553709.0,2011-05-18 15:29:00,United Kingdom
195251,553710.0,2011-05-18 15:35:00,United Kingdom
195286,553711.0,2011-05-18 15:39:00,United Kingdom
195300,553712.0,2011-05-18 15:41:00,United Kingdom
195311,553713.0,2011-05-18 15:47:00,United Kingdom
195313,553714.0,2011-05-18 15:55:00,United Kingdom
195335,553715.0,2011-05-18 16:05:00,United Kingdom
195339,553718.0,2011-05-18 16:14:00,United Kingdom
195520,553719.0,2011-05-18 16:18:00,United Kingdom
195521,553720.0,2011-05-18 16:26:00,United Kingdom
195531,553721.0,2011-05-18 16:37:00,United Kingdom
195554,553722.0,2011-05-18 16:37:00,United Kingdom
195558,553724.0,2011-05-18 16:50:00,United Kingdom
195582,553725.0,2011-05-18 16:51:00,United Kingdom
195601,553726.0,2011-05-18 16:52:00,United Kingdom
195606,553727.0,2011-05-18 16:56:00,United Kingdom
195615,553730.0,2011-05-19 07:49:00,United Kingdom
195622,553731.0,2011-05-19 08:26:00,Germany
195659,553732.0,2011-05-19 08:27:00,Germany
195666,553733.0,2011-05-19 08:29:00,United Kingdom
195671,553734.0,2011-05-19 08:31:00,United Kingdom
195675,553735.0,2011-05-19 08:32:00,United Kingdom
195677,553736.0,2011-05-19 08:33:00,United Kingdom
195678,553737.0,2011-05-19 08:50:00,United Kingdom
195693,553738.0,2011-05-19 08:55:00,United Kingdom
195707,553739.0,2011-05-19 09:23:00,United Kingdom
195753,553740.0,2011-05-19 09:31:00,United Kingdom
195762,553741.0,2011-05-19 09:37:00,Germany
195787,553742.0,2011-05-19 09:38:00,United Kingdom
195797,553747.0,2011-05-19 09:47:00,United Kingdom
195821,553749.0,2011-05-19 09:59:00,United Kingdom
195826,553750.0,2011-05-19 10:16:00,United Kingdom
195847,553751.0,2011-05-19 10:16:00,United Kingdom
195868,553752.0,2011-05-19 10:20:00,United Kingdom
195879,553753.0,2011-05-19 10:22:00,United Kingdom
195884,553754.0,2011-05-19 10:25:00,United Kingdom
195897,553755.0,2011-05-19 10:32:00,United Kingdom
195898,553762.0,2011-05-19 10:38:00,United Kingdom
195925,553765.0,2011-05-19 10:43:00,United Kingdom
195934,553766.0,2011-05-19 10:44:00,United Kingdom
195998,553767.0,2011-05-19 10:46:00,United Kingdom
196052,553768.0,2011-05-19 10:47:00,United Kingdom
196124,553781.0,2011-05-19 10:54:00,United Kingdom
196131,553828.0,2011-05-19 11:24:00,United Kingdom
196161,553829.0,2011-05-19 11:28:00,United Kingdom
196171,553830.0,2011-05-19 11:32:00,United Kingdom
196181,553831.0,2011-05-19 11:36:00,Channel Islands
196214,553832.0,2011-05-19 11:38:00,United Kingdom
196241,553833.0,2011-05-19 11:41:00,United Kingdom
196283,553834.0,2011-05-19 11:47:00,United Kingdom
196299,553835.0,2011-05-19 11:50:00,United Kingdom
196306,553836.0,2011-05-19 12:08:00,United Kingdom
196325,553837.0,2011-05-19 12:09:00,United Kingdom
196326,553838.0,2011-05-19 12:10:00,France
196359,553839.0,2011-05-19 12:13:00,United Kingdom
196363,553842.0,2011-05-19 12:24:00,Germany
196383,553843.0,2011-05-19 12:29:00,France
196402,553844.0,2011-05-19 12:36:00,United Kingdom
196415,553845.0,2011-05-19 12:38:00,United Kingdom
196436,553846.0,2011-05-19 12:40:00,United Kingdom
196445,553847.0,2011-05-19 12:41:00,United Kingdom
196446,553848.0,2011-05-19 12:50:00,United Kingdom
196457,553849.0,2011-05-19 12:54:00,United Kingdom
196458,553850.0,2011-05-19 12:59:00,United Kingdom
196468,553852.0,2011-05-19 13:05:00,United Kingdom
196497,553853.0,2011-05-19 13:08:00,United Kingdom
196508,553855.0,2011-05-19 13:16:00,United Kingdom
196514,553856.0,2011-05-19 13:28:00,United Kingdom
196623,553858.0,2011-05-19 13:35:00,United Kingdom
196636,553859.0,2011-05-19 13:35:00,United Kingdom
196693,553860.0,2011-05-19 13:57:00,United Kingdom
196746,553861.0,2011-05-19 13:58:00,United Kingdom
196761,553863.0,2011-05-19 14:05:00,United Kingdom
196808,553864.0,2011-05-19 14:08:00,United Kingdom
196836,553867.0,2011-05-19 14:19:00,United Kingdom
196840,553868.0,2011-05-19 14:24:00,United Kingdom
196841,553869.0,2011-05-19 14:27:00,United Kingdom
196871,553870.0,2011-05-19 14:29:00,United Kingdom
196882,553871.0,2011-05-19 14:30:00,United Kingdom
196883,553872.0,2011-05-19 14:35:00,United Kingdom
196903,553873.0,2011-05-19 14:42:00,United Kingdom
196914,553874.0,2011-05-19 14:44:00,United Kingdom
196916,553876.0,2011-05-19 14:45:00,United Kingdom
196937,553878.0,2011-05-19 14:56:00,United Kingdom
196945,553879.0,2011-05-19 15:15:00,United Kingdom
197006,553881.0,2011-05-19 15:24:00,United Kingdom
197012,553882.0,2011-05-19 15:30:00,United Kingdom
197015,553883.0,2011-05-19 15:31:00,United Kingdom
197017,553884.0,2011-05-19 15:36:00,Germany
197021,553885.0,2011-05-19 15:41:00,Germany
197027,553886.0,2011-05-19 15:53:00,United Kingdom
197040,553887.0,2011-05-19 16:04:00,United Kingdom
197049,553888.0,2011-05-19 16:09:00,United Kingdom
197068,553889.0,2011-05-19 16:31:00,United Kingdom
197087,553890.0,2011-05-19 16:32:00,United Kingdom
197242,553891.0,2011-05-19 16:47:00,United Kingdom
197254,553892.0,2011-05-19 16:56:00,United Kingdom
197260,553893.0,2011-05-19 17:13:00,United Kingdom
197273,553894.0,2011-05-19 17:15:00,United Kingdom
197305,553895.0,2011-05-19 17:18:00,United Kingdom
197312,553896.0,2011-05-19 17:22:00,United Kingdom
197331,553897.0,2011-05-19 17:23:00,EIRE
197347,553898.0,2011-05-19 17:23:00,United Kingdom
197348,553899.0,2011-05-19 17:25:00,United Kingdom
197371,553900.0,2011-05-19 17:47:00,Bahrain
197375,553901.0,2011-05-19 17:48:00,EIRE
197405,553902.0,2011-05-19 18:02:00,United Kingdom
197429,553907.0,2011-05-19 18:21:00,United Kingdom
197436,553908.0,2011-05-19 18:28:00,United Kingdom
197447,553909.0,2011-05-19 19:00:00,United Kingdom
197456,553911.0,2011-05-19 19:02:00,United Kingdom
197485,553912.0,2011-05-19 19:32:00,United Kingdom
197507,553913.0,2011-05-19 19:47:00,United Kingdom
197538,553915.0,2011-05-19 19:51:00,United Kingdom
197564,553916.0,2011-05-20 08:18:00,United Kingdom
197574,553917.0,2011-05-20 08:30:00,United Kingdom
197580,553918.0,2011-05-20 08:39:00,United Kingdom
197589,553919.0,2011-05-20 08:41:00,United Kingdom
197616,553920.0,2011-05-20 08:57:00,United Kingdom
197629,553921.0,2011-05-20 09:08:00,United Kingdom
197647,553922.0,2011-05-20 09:24:00,United Kingdom
197658,553923.0,2011-05-20 09:30:00,United Kingdom
197672,553925.0,2011-05-20 09:38:00,United Kingdom
197687,553926.0,2011-05-20 09:47:00,United Kingdom
197688,553927.0,2011-05-20 09:56:00,United Kingdom
197692,553928.0,2011-05-20 10:02:00,United Kingdom
197694,553929.0,2011-05-20 10:04:00,United Kingdom
197695,553930.0,2011-05-20 10:22:00,United Kingdom
197706,553931.0,2011-05-20 10:27:00,EIRE
197729,553932.0,2011-05-20 10:29:00,United Kingdom
197737,553933.0,2011-05-20 10:30:00,United Kingdom
197761,553934.0,2011-05-20 10:31:00,United Kingdom
197763,553935.0,2011-05-20 10:32:00,United Kingdom
197826,553936.0,2011-05-20 10:32:00,United Kingdom
197830,553937.0,2011-05-20 10:33:00,United Kingdom
197851,553938.0,2011-05-20 10:35:00,United Kingdom
197857,553940.0,2011-05-20 10:36:00,United Kingdom
197882,553941.0,2011-05-20 10:37:00,United Kingdom
197903,553942.0,2011-05-20 10:37:00,United Kingdom
197942,553946.0,2011-05-20 10:48:00,United Kingdom
197984,553952.0,2011-05-20 10:50:00,United Kingdom
197985,553978.0,2011-05-20 11:03:00,United Kingdom
197991,553979.0,2011-05-20 11:07:00,United Kingdom
197995,553996.0,2011-05-20 11:33:00,United Kingdom
198015,553997.0,2011-05-20 11:34:00,France
198031,554000.0,2011-05-20 11:53:00,United Kingdom
198047,554003.0,2011-05-20 12:17:00,United Kingdom
198057,554007.0,2011-05-20 12:26:00,United Kingdom
198058,554008.0,2011-05-20 12:31:00,United Kingdom
198066,554009.0,2011-05-20 12:38:00,United Kingdom
198096,554013.0,2011-05-20 13:13:00,United Kingdom
198122,554014.0,2011-05-20 13:13:00,United Kingdom
198129,554015.0,2011-05-20 13:14:00,United Kingdom
198156,554016.0,2011-05-20 13:14:00,United Kingdom
198215,554018.0,2011-05-20 13:15:00,United Kingdom
198220,554019.0,2011-05-20 13:16:00,United Kingdom
198247,554026.0,2011-05-20 13:34:00,United Kingdom
198254,554027.0,2011-05-20 13:40:00,United Kingdom
198263,554028.0,2011-05-20 13:43:00,United Kingdom
198288,554030.0,2011-05-20 13:56:00,United Kingdom
198333,554031.0,2011-05-20 13:58:00,United Kingdom
198341,554032.0,2011-05-20 14:04:00,United Kingdom
198342,554033.0,2011-05-20 14:06:00,United Kingdom
198362,554034.0,2011-05-20 14:06:00,United Kingdom
198365,554035.0,2011-05-20 14:07:00,United Kingdom
198369,554036.0,2011-05-20 14:11:00,United Kingdom
198380,554037.0,2011-05-20 14:13:00,Australia
198384,554038.0,2011-05-20 14:23:00,Netherlands
198397,554039.0,2011-05-20 14:27:00,United Kingdom
198426,554040.0,2011-05-20 14:35:00,United Kingdom
198443,554041.0,2011-05-20 14:41:00,United Kingdom
198444,554042.0,2011-05-20 14:47:00,United Kingdom
198455,554043.0,2011-05-20 14:47:00,United Kingdom
198460,554050.0,2011-05-20 14:54:00,United Kingdom
198466,554051.0,2011-05-20 14:56:00,United Kingdom
198467,554052.0,2011-05-20 14:58:00,United Kingdom
198468,554053.0,2011-05-20 15:08:00,United Kingdom
198473,554054.0,2011-05-20 15:29:00,United Kingdom
198614,554055.0,2011-05-20 15:39:00,United Kingdom
198619,554056.0,2011-05-20 15:40:00,United Kingdom
198626,554057.0,2011-05-20 15:52:00,United Kingdom
198630,554058.0,2011-05-20 16:04:00,United Kingdom
198665,554059.0,2011-05-20 16:25:00,United Kingdom
198691,554060.0,2011-05-20 16:55:00,United Kingdom
198692,554061.0,2011-05-20 16:56:00,United Kingdom
198693,554062.0,2011-05-22 10:21:00,United Kingdom
198713,554063.0,2011-05-22 10:27:00,United Kingdom
198714,554064.0,2011-05-22 10:29:00,United Kingdom
198716,554065.0,2011-05-22 10:39:00,United Kingdom
198745,554066.0,2011-05-22 10:40:00,United Kingdom
198766,554067.0,2011-05-22 10:47:00,United Kingdom
198780,554068.0,2011-05-22 10:53:00,United Kingdom
198785,554069.0,2011-05-22 10:57:00,United Kingdom
198815,554070.0,2011-05-22 11:06:00,United Kingdom
198845,554071.0,2011-05-22 11:17:00,United Kingdom
198852,554072.0,2011-05-22 11:24:00,United Kingdom
198877,554073.0,2011-05-22 11:26:00,United Kingdom
198885,554074.0,2011-05-22 11:28:00,United Kingdom
198898,554075.0,2011-05-22 11:29:00,United Kingdom
198917,554076.0,2011-05-22 11:30:00,United Kingdom
198943,554077.0,2011-05-22 11:34:00,United Kingdom
198952,554078.0,2011-05-22 11:38:00,United Kingdom
198953,554079.0,2011-05-22 11:41:00,United Kingdom
198999,554080.0,2011-05-22 11:42:00,United Kingdom
199047,554081.0,2011-05-22 11:47:00,United Kingdom
199056,554082.0,2011-05-22 11:49:00,United Kingdom
199076,554083.0,2011-05-22 11:51:00,United Kingdom
199123,554084.0,2011-05-22 11:52:00,United Kingdom
199145,554085.0,2011-05-22 11:53:00,United Kingdom
199156,554086.0,2011-05-22 11:54:00,United Kingdom
199165,554087.0,2011-05-22 12:03:00,United Kingdom
199170,554088.0,2011-05-22 12:12:00,United Kingdom
199188,554089.0,2011-05-22 12:16:00,United Kingdom
199229,554090.0,2011-05-22 12:22:00,United Kingdom
199242,554091.0,2011-05-22 12:35:00,United Kingdom
199251,554092.0,2011-05-22 12:41:00,United Kingdom
199266,554093.0,2011-05-22 12:49:00,United Kingdom
199296,554094.0,2011-05-22 12:49:00,United Kingdom
199331,554095.0,2011-05-22 12:51:00,United Kingdom
199332,554096.0,2011-05-22 12:51:00,United Kingdom
199385,554097.0,2011-05-22 13:01:00,France
199420,554098.0,2011-05-22 13:01:00,United Kingdom
199684,554099.0,2011-05-22 13:20:00,United Kingdom
199724,554101.0,2011-05-22 13:29:00,United Kingdom
199735,554102.0,2011-05-22 13:40:00,United Kingdom
199765,554103.0,2011-05-22 13:51:00,United Kingdom
199841,554104.0,2011-05-22 14:03:00,Germany
199894,554105.0,2011-05-22 14:04:00,United Kingdom
199930,554106.0,2011-05-22 14:05:00,Germany
199974,554107.0,2011-05-22 14:09:00,United Kingdom
199979,554108.0,2011-05-22 14:29:00,United Kingdom
200002,554109.0,2011-05-22 14:33:00,France
200012,554110.0,2011-05-22 14:35:00,United Kingdom
200017,554111.0,2011-05-22 14:40:00,United Kingdom
200023,554112.0,2011-05-22 14:44:00,United Kingdom
200101,554113.0,2011-05-22 14:53:00,United Kingdom
200125,554114.0,2011-05-22 15:00:00,United Kingdom
200150,554115.0,2011-05-22 15:03:00,United Kingdom
200153,554116.0,2011-05-22 15:11:00,United Kingdom
200166,554117.0,2011-05-22 15:12:00,United Kingdom
200213,554118.0,2011-05-22 15:26:00,United Kingdom
200227,554119.0,2011-05-22 15:27:00,United Kingdom
200229,554120.0,2011-05-22 15:28:00,United Kingdom
200232,554121.0,2011-05-22 15:31:00,United Kingdom
200241,554122.0,2011-05-22 15:37:00,United Kingdom
200247,554123.0,2011-05-22 15:44:00,United Kingdom
200257,554124.0,2011-05-23 08:31:00,United Kingdom
200311,554125.0,2011-05-23 08:52:00,United Kingdom
200334,554126.0,2011-05-23 09:14:00,Australia
200353,554129.0,2011-05-23 09:39:00,United Kingdom
200369,554130.0,2011-05-23 09:42:00,United Kingdom
200370,554131.0,2011-05-23 09:43:00,United Kingdom
200401,554132.0,2011-05-23 09:43:00,Austria
200447,554134.0,2011-05-23 09:48:00,France
200467,554135.0,2011-05-23 09:58:00,United Kingdom
200473,554137.0,2011-05-23 10:13:00,Germany
200492,554138.0,2011-05-23 10:21:00,United Kingdom
200493,554139.0,2011-05-23 10:34:00,EIRE
200545,554141.0,2011-05-23 10:34:00,United Kingdom
200550,554142.0,2011-05-23 10:38:00,United Kingdom
200565,554146.0,2011-05-23 10:45:00,United Kingdom
200572,554147.0,2011-05-23 10:48:00,Belgium
200596,554151.0,2011-05-23 11:07:00,United Kingdom
200745,554155.0,2011-05-23 11:26:00,Portugal
200746,554156.0,2011-05-23 11:28:00,United Kingdom
200749,554157.0,2011-05-23 11:33:00,United Kingdom
200793,554158.0,2011-05-23 11:44:00,United Kingdom
200834,554159.0,2011-05-23 11:48:00,Belgium
200837,554160.0,2011-05-23 11:49:00,United Kingdom
200917,554161.0,2011-05-23 11:49:00,Belgium
200919,554162.0,2011-05-23 11:52:00,United Kingdom
200931,554163.0,2011-05-23 11:52:00,United Kingdom
200954,554164.0,2011-05-23 11:58:00,United Kingdom
200959,554181.0,2011-05-23 12:09:00,United Kingdom
200979,554202.0,2011-05-23 12:14:00,United Kingdom
201008,554207.0,2011-05-23 12:15:00,United Kingdom
201010,554261.0,2011-05-23 12:32:00,United Kingdom
201050,554262.0,2011-05-23 12:32:00,United Kingdom
201051,554263.0,2011-05-23 12:32:00,Germany
201052,554264.0,2011-05-23 12:35:00,United Kingdom
201057,554265.0,2011-05-23 12:38:00,United Kingdom
201077,554268.0,2011-05-23 12:59:00,United Kingdom
201104,554269.0,2011-05-23 13:03:00,United Kingdom
201108,554270.0,2011-05-23 13:05:00,United Kingdom
201134,554271.0,2011-05-23 13:06:00,United Kingdom
201148,554272.0,2011-05-23 13:08:00,United Kingdom
201155,554274.0,2011-05-23 13:12:00,United Kingdom
201161,554275.0,2011-05-23 13:17:00,United Kingdom
201253,554277.0,2011-05-23 13:20:00,United Kingdom
201254,554278.0,2011-05-23 13:25:00,United Kingdom
201307,554279.0,2011-05-23 13:28:00,United Kingdom
201308,554280.0,2011-05-23 13:35:00,United Kingdom
201337,554281.0,2011-05-23 13:41:00,United Kingdom
201356,554282.0,2011-05-23 14:01:00,United Kingdom
201362,554283.0,2011-05-23 14:11:00,United Kingdom
201416,554284.0,2011-05-23 14:14:00,United Kingdom
201417,554285.0,2011-05-23 14:15:00,United Kingdom
201470,554286.0,2011-05-23 14:16:00,United Kingdom
201489,554289.0,2011-05-23 14:18:00,United Kingdom
201501,554293.0,2011-05-23 14:19:00,United Kingdom
201553,554301.0,2011-05-23 14:46:00,Portugal
201556,554305.0,2011-05-23 14:58:00,Portugal
201557,554306.0,2011-05-23 14:59:00,United Kingdom
201568,554307.0,2011-05-23 14:59:00,United Kingdom
201573,554309.0,2011-05-23 15:00:00,United Kingdom
201576,554310.0,2011-05-23 15:25:00,United Kingdom
201742,554315.0,2011-05-23 15:29:00,United Kingdom
